sentence	aspect	polarity
The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!	food quality	negative
The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!	service general	negative
How this place survives the competitive west village market in this economy, or any other for that matter, is beyond me.	restaurant general	negative
Great Hot Dogs!	food quality	positive
Though it's been crowded most times I've gone here, Bark always delivers on their food.	food quality	positive
Though it's been crowded most times I've gone here, Bark always delivers on their food.	restaurant miscellaneous	neutral
The hot dogs are top notch, and they're Slamwich is amazing!	food quality	positive
Going to Bark is always worth the train ride, and will make your tongue and belly very happy!	food quality	positive
Going to Bark is always worth the train ride, and will make your tongue and belly very happy!	restaurant general	positive
Only complaint is the pricing--I believe it would be more reasonable to pay a dollar less on each item listed on the menu.	food prices	negative
But nonetheless--great spot, great food.	food quality	positive
But nonetheless--great spot, great food.	restaurant general	positive
Fabulous food - if the front of house staff don't put you off – 	food quality	positive
Fabulous food - if the front of house staff don't put you off – 	service general	negative
It's a little out of our price range for dining there except on special occasions, but we've eaten there 6 times in the last 2 years. 	restaurant prices	negative
Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return. 	food quality	positive
Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return. 	service general	negative
As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!	restaurant miscellaneous	negative
As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!	service general	negative
